name,image,class,subclass,tags,durability,strength,range,arrows,defense,defense_upgrade_lvl1,defense_upgrade_lvl2,defense_upgrade_lvl3,defense_upgrade_lvl4,bonus,description,selling_price,bonus_set,upgrade_1,upgrade_2,upgrade_3,upgrade_4,armor_upgrade,where_to_find,notes
Champion's Tunic,BotW_Champion%27s_Tunic_Icon.png?version=0f0062fb6795a3f62f4528b176ef4466 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/TYatKmepmK-BKCEX_GHy3A/Vn2q-AcSV7rjAqZTvqakdQFMvqf7cd6nv7It2DAFIPbEd5TSZ8yDjq2NBbyTr3jgFAPcpjAIslcwjJDym3aBc_yIY6HyFk6pr9Pf_-ggDbhh5R02jQfKLS8py_6BJZHT/hwWsS1fmFnrW4uu6vdlWntf0EqTrckwefH_MqutmBEA),Armor,Body,,,,,,5,8,14,22,32,See Enemy HP,"In ancient Hyrule, this garment could only be worn by one who had earned the respect of the royal family. Equipping it will reveal an enemy's life gauge.",,,Silent Princess x3,"Silent Princess x3, Shard of Farosh's Horn x2","Silent Princess x3, Shard of Naydra's Horn x2","Silent Princess x10, Shard of Dinraal's Horn x2","Silent Princess,Shard of Farosh's Horn,Shard of Naydra's Horn,Shard of Dinraal's Horn",Impa/Kakariko Village,
Climbing Gear,BotW_Climbing_Gear_Icon.png?version=785c3dcadda15370d99e093f687e0fd4 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/ChDMjyU8g2p-QqmF-1gh7g/5eeN-E2bRuTGuYX6jSbarPjy4gIoI_nlRcgUNmg8GXusJXLHrXf2yAbKtc-WwCMMRHteH_daxBwL0bGgh41qDi8ddygIUd1S1dBCd9IHZj0ECbBkPb7onKmLdFHevGkt/ySsBQ-RXYgxl6RDThf8jUl5EpWRvWMInXTwGlfGE4g8),Armor,Body,,,,,,3,5,8,12,20,Climb Speed,The ancient technology in this gear will make you a better climber. The special no-slip gloves help you use your energy more efficiently to facilitate nimble climbing.,600,Climb Stamina,"Keese Wing x3, Rushroom x3","Electric Keese Wing x5, Hightail Lizard x5","Ice Keese Wing x5, Hot-Footed Frog x10","Fire Keese Wing x5, Swift Violet x15","Keese Wing,Rushroom,Electric Keese Wing,Hightail Lizard,Ice Keese Wing,Hot-Footed Frog,Fire Keese Wing,Swift Violet",Shrine - Chaas Qeta,
Dark Tunic,BotW_Dark_Tunic_Icon.png?version=e04ba00078e365f0410ceea2cb6f7c3d (https://v5.airtableusercontent.com/v1/18/18/1686708000000/827rMRGMWYcVpJdzBvHslQ/BW7X5z4h7YoU7cdz8zD9mYCEbN-U1e7YNmu9i47eq1T08JxWpYWuwJQjD0cNwu280cq_tW13rQsORcyLfSl8PnYCKjnKZCv3QxBlUNdmq_n3SI_sipgv4W1Zvh3W80XZ/qQHvc86yNzSJsw5BgPKVdA0B-FVdyh3HMAcszVvpDZk),Armor,Body,,,,,,3,,,,,,Kilton developed this jet-black armor as a result of his monster research. A spurious replica of the green outfit once worn by a legendary hero.,9,Night Speed,,,,,,Kilton's Shop,
Desert Voe Spaulder,BotW_Desert_Voe_Spaulder_Icon.png?version=0de06e23ede304e2bf3d79f6309997a8 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/wEjezGBv8hmlVwyXxSW7bQ/u2v7s2zbDIDfNuhkb_zb-F_ibPHy9vG3mNJ9TE8YE-w9BZZWIWZnGl68otDR5M-WqYJc5IDw9-NveOlPSKQLUmGFLlTzuxRt6XBI9mUKFKdKVZODG-Ac35SgvR-yDioF/_4qk-_O-nDEJY1Hk4MH8_y8h5xKyH2SXHtAhPZ1DLWE),Armor,Body,,,,,,3,5,8,12,20,Heat Resist,"Armor for males sold rarely by Gerudo retailers. It contains sapphire, which harnesses the power of ice to make hot climates more tolerable.",325,Shock Resist,White Chuchu Jelly x3,"White Chuchu Jelly x5, Ice keese Wing x3","Ice Keese Wing x8, Icy Lizalfos Tail x3 ","Icy Lizalfos Tail x10, Sapphire x5","White Chuchu Jelly,Ice Keese Wing,Lizalfos Tail,Sapphire",GSC or Tarrey Town,
Fierce Deity Armor,BotW_Fierce_Deity_Armor_Icon.png?version=4249aa8b7cdd2d4bfcdf075226fa0a77 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/j26i8wtU_9Vpcuab9u8yTw/GOQ3cDZ8LrKr5ZlmHYglScPL2UHFzynU0CXiGbo3Ownk_XnOcPWSBoMvHHBPhhTcAlDsbxtwo-jChpsRP5fh--690QB33IMn395dp_fy-XeaYjwn-NOw_tD3b6AZ9GcL/WISpQhcBzjlbpcWcbfp_nF9hhTCr3xva_5_zYfpnFeg),Armor,Body,,,,,,3,5,8,12,20,Attack,"Legend has it this armor once belonged to the hero of a world in which the moon threatened to fall. When you wear it, you feel a fierce, godlike power flow through you.",125,Charge Attack Stamina,"Hinox Toenail x5, Naydra's Scale x1","Hinox Tooth x5, Naydra's Claw x1","Hinox Guts x5, Shard of Naydra's Fang x1","Lynel Guts x5, Shard of Naydra's Horn x1","Hinox Toenail,Naydra's Scale,Hinox Tooth,Naydra's Claw,Hinox Guts,Shard of Naydra's Fang,Lynel Guts,Shard of Naydra's Horn",Amiibo -,
Flamebreaker Armor,BotW_Flamebreaker_Armor_Icon.png?version=f943bda0298a7cb2e81abf54bb6e8831 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/g-SZfLG_F73Rw8U_uQEF6A/5mofhuZUNVKgf2TbshJUeL6NSwVOiH8PiW65w81LiG4MYsBm9ucgVtV8fP0HuGxpr0WSxGMw2eFp2logWEFMVW_Y-1iuznVtKtDHjw_IaBDRCBdItsgVAn_aVrnn34Rj/IBK3YXcsJBcodBv-WmCc4LEru5OA3mEWskusKif2k9A),Armor,Body,,,,,,3,5,8,12,20,Flame Guard,Armor crafted by Gorons for Hylians curious enough to visit Goron City. It's made from fire-resistant rocks to protect the wearer.,150,Fireproof,"Fireproof Lizard x1, Moblin Horn x2","Fireproof Lizard x3, Moblin Fang x4","Smotherwing Butterfly x3, Moblin Guts x3","Smotherwing Butterfly x5, Hinox Guts x2","Fireproof Lizard,Moblin Horn,Moblin Fang,Smotherwing Butterfly,Moblin Guts,Hinox Guts",Goron City,
Gerudo Top,BotW_Gerudo_Top_Icon.png?version=5a5894ebe4564ed23d2e65c7fd8150e2 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/rMtPVNc4eaDkxyUgX6_mmQ/jcsfdkH2ema7BzA9I7fr5-XiRLvXzZm5QSmChNCTk8Pk0o-kKu_y12F-Haq75tGpm8LYyJxRXyc6G_dmsIfq5Q4QlnrQ81PMprNO9HBKJpbNL5cLhk9CR8eRV0IoKx71/u7shLDHQ7z9I2PfIJqsLMHSUpGxnD4JWkKi75xWayyU),Armor,Body,,,,,,1,,,,,Gerudo Town Entry,"Standard Gerudo garb popular for its open, breathable design and for the traditional Gerudo markings that adorn it.",45,Heat Resist,,,,,,Tranny in Desert Oasis,
Hylian Tunic,BotW_Hylian_Tunic_Icon.png?version=af92a6673daf1d03d1c0784e4faa5df7 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/hbS7AlEwnKGt8GlREobLdQ/zPHcbHliVQ6Jyl1FoseJL4f3Npv2u6HRDDuREgp0axrv8qOtZYd_xEZgszKVp8a802W2pyIXokMKgKUvzhk0C2I-lGBOCeugjgIgbY28uD_lcTAXnVVweOas1yGB7Y4Z/HUAfsTblOJqeuvnDKFonkoShOwCRuE3T7doPuD-ztTM),Armor,Body,,,,,,3,5,8,12,20,,"A common garb that achieved widespread popularity in Hyrule, particularly among travelers. Its light-yet-sturdy fabric doesn't limit movement.",30,,Bokoblin Horn x5,"Bokoblin Horn x8, Bokoblin Fang x5","Bokoblin Fang x10, Bokoblin Guts x5","Bokoblin Guts x15, Amber x15","Bokoblin Horn,Bokoblin Fang,Bokoblin Guts,Amber",Hateno Village,
Nintendo Switch Shirt,BotW_Nintendo_Switch_Shirt_Icon.png?version=2bf923e078fdfa4936b58dd850ed18a6 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/4vUfEDMBqKmydejrr__R4g/qGv9mgMHlt_qgvKKxTudc--pu3dcq34jDSGYVTtZjAu2UmhKu45OP2i3KN8rQPrggInFGB_U2IGjpilWFF8nftPRoajfmek1kAUDD1wbZP5YdXlzjIHDKTy7hIEsks3nAmzNKzpcEVKJP3jlnnjexg/md-_x96cGRLIHIzyrMngpsalerwCnRqC7fZeqiDm2ak),Armor,Body,,,,,,1,,,,,,"Expansion Pass Bonus A shirt with the Nintendo Switch logo on it. It's a rare article, if you sell it, you can't get it back, so wear it with pride!",,,,,,,,,
Old Shirt,BotW_Old_Shirt_Icon.png?version=24ab54a2de7ba185a16442d5be29fb46 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/rERTsKXCk2lPUTQ8wk3woA/iEaisO09Op1pjZJvi07Awuntvvagmjf7qeLWjWEOQK-D7wAoyXWvB4If9_4r_l6KgwtGTjHiINlymYziIuA22WG5NLlWEhOnKn0gGE707WClPaOfS9hu1Ar2bEBZFnzD/lWhYS8mjfaSfE498_tzqHpoFLQgPcKn3TMCXlpwEm4w),Armor,Body,,,,,,1,,,,,,"A thin shirt made long ago. It's coming apart at the seams, but it's better than nothing. The sleeves are a bit on the short side.",15,,,,,,,Shrine - Resurrection,
Phantom Armor,BotW_Phantom_Armor_Icon.png?version=ab85716cd6cbfd2786d894dce53fd3ce (https://v5.airtableusercontent.com/v1/18/18/1686708000000/3GqUWoD9zlmiwsWDMODO6g/5Vi0PheTxGS0xhL93dmcRxT8JKsc54kX8QtpDtRE5Fc9i0T7q6X7YoHpAdWRouxopEGzbpLU8LqMZzvALyLvJeIQBytQnVKS9DjLZlZpM1NozdtLj_214BIHa3nfOnxp/OeF6FpimS1toOS82qnacOmcCxcqgSBxNE1dYlhytPbY),Armor,Body,,,,,,8,,,,,Attack,"Myths abound about armored phantoms that terrorized brave heroes. This piece looks just like the armor they supposedly wore. If sold, this rare find can't be replaced.",,,,,,,,,
Radiant Shirt,BotW_Radiant_Shirt_Icon.png?version=e26e54c482df812592b212951bd8105f (https://v5.airtableusercontent.com/v1/18/18/1686708000000/wTLjS_zzNLGkknDirT1Pzw/y1elImWhAI8kax05DuHJnBEECXYHl0twdgFofL4a1LtKoIVfLL9ABDYLE1Tze8znOIehjFUnKY_yPFlWu5f6IAxpi08xugdtgCIUVi7lvhZV9HZxEBOx7QHSzVn0sBn_/j6TIXjlRBaNCsRUoTf4w6M4HjokDnjIoY_n4e0WSOYY),Armor,Body,,,,,,3,5,8,12,20,Stal Lure,This shirt is sold at the Gerudo Secret Club. It glows with a strange pattern in the dark due to a dye made from crushed luminous stones.,200,Disguise and Bone Attack,"Luminous Stone x5, Bokoblin Guts x3","Luminous Stone x8, Moblin Guts x3","Luminous Stone x10, Molduga Guts x2","Luminous Stone x20, Lynel Guts x1","Luminous Stone,Bokoblin Guts,Moblin Guts,Molduga Guts,Lynel Guts",Gerudo Secret Club,
Rubber Armor,BotW_Rubber_Armor_Icon.png?version=46d6f3ed53649b2278970e1283bd8f08 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/F361oCJ30JoHHFB1OnvYlA/7uWHLcszPzixynXTe6UJAlynbz3VW4uqE9PvgB0dFuMBAsoZ446BlBNImKQWaWiRHFYHhpx6RpB7GUfVnil7HxsmOrgwBz-i_HBjFgFqC4vii9monTub-hfrkNnjqeBn/D1BW_69G5HAzZ9LzhR9wMZXTWxOdbZMow1rSdvrnxkk),Armor,Body,,,,,,3,5,8,12,20,Shock Resist,"This armor has built-in electricity resistance thanks to its source material—an ancient marvel called ""rubber."" Such technology does not exist in this modern age.",600,Unshockable,Yellow Chuchu Jelly x3,"Yellow Chuchu Jelly x5, Voltfruit x5","Zapshroom x5, Yellow Lizalfos Tail x5","Yellow Lizalfos Tail x10, Topaz x10","Yellow Chuchu Jelly,Voltfruit,Zapshroom,Yellow Lizalfos Tail,Topaz",Shrine - Toh Yahsa,
Snowquill Tunic,BotW_Snowquill_Tunic_Icon.png?version=3831383f418341ffd17d0dfaceb860eb (https://v5.airtableusercontent.com/v1/18/18/1686708000000/qJJ0Y1QGXnX3jqMZAV_lqQ/EJUaXVlL-VcZzaT08f1P9443AG1rXEFuSaFk1inrAbk-sO1-y830uraPj8v1gZoy4czoCpOjnBf8-CnsnLjpM2i5UdA_uYvIpdcZasOhNaYYG1xM5Wm3KuL3VNPyEz98/yideTI9rET2vAwvxUpU86aTO3DweORQpT_80S1NaS9E),Armor,Body,,,,,,3,5,8,12,20,Cold Resist,"Lined with molted Rito feathers, this tunic was made by Rito artisans for Hylians visiting cold climates. The feathers are stacked in each layer to retain body heat.",250,Unfreezable,Red Chuchu Jelly x3,"Red Chuchu Jelly x5, Warm Saffina x3","Fire Keese Wing x8, Sunshroom x5","Red Lizalfos Tail x10, Ruby x5","Red Chuchu Jelly,Warm Safflina,Fire Keese Wing,Sunshroom,Red Lizalfos Tail,Ruby",Rito Village,
Soldier's Armor,BotW_Soldier%27s_Armor_Icon.png?version=2548810bb46566087ad6cf28c0a887ef (https://v5.airtableusercontent.com/v1/18/18/1686708000000/iFe2XMD3RzoLy8qihBQOHw/diKXicJHc594-wZ4bLuN7QpAKhiNObcgr6NJmT9RJ_RWskuUypKlqTnTxVrogl7ihEiiwzFmRWPEM0Xe98T7YPgM5AOfIl1YQyQ0U5waAqELBVD95yIXAUWze-WlmZ2u/0XQ1DmhFVuYFeBpS9mYc83sht_WMPkyV6gwkAmVmrG4),Armor,Body,,,,,,4,7,12,18,24,,"Hyrulean guards praised this armor for its superior defense. Made from sturdy plates of metal, the high level of craftsmanship that went into it is obvious with just a glance.",45,,"Chuchu Jelly x5, Bokoblin Guts x3","Keese Wing x5, Moblin Guts x3","Lizalfos Tail x5, Hinox Guts x3","Lynel Hoof x4, Lynel Guts x2","Chuchu Jelly,Bokoblin Guts,Keese Wing,Moblin Guts,Lizalfos Tail,Hinox Guts,Lynel Hoof,Lynel Guts",Hateno Village,
Stealth Chest Guard,BotW_Stealth_Chest_Guard_Icon.png?version=c985e3a942219ffbafd20e350241afb1 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/x_u9zK9UdInQ6LT2tANQDQ/OPPpycYPiGLA2yiybFKfixVV8QmiOvRGd4xAgFwWwyXgBtntVwEp-aHuws0tECj6yC0kLDu0aEeVGFlJeEM0NN4G8hscQXYrqPzrLbwSWZe2ZZHfCRDzxYeHec1DDp_U/rhZM8_pQc5P_oF22rvPdzQO1Mfzn0P0i1fHxVuTRNi4),Armor,Body,,,,,,2,4,6,9,16,Stealth,"Armor designed for stealth, passed down through the Sheikah tribe. The special fabrics suppress the rustling of clothes even when moving quickly.",175,Night Speed,Blue Nightshade x3,"Blue Nightshade x5, Sunset Firefly x5","Silent Shroom x8, Sneaky River Snail x5","Stealthfin Trout x10, Silent Princess x5","Blue Nightshade,Sunset Firefly,Silent Shroom,Sneaky River Snail,Stealthfin Trout,Silent Princess",Kakariko Village,
Tingle's Shirt,BotW_Tingle%27s_Shirt_Icon.png?version=0d3714b3fe45b87d866a8d5505e95739 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/AHBwLHfseT5fNsWdTuhC-A/nCPweg1HR22fjj_nsgNOH7EePtopc3VTQ5mV_-fDPZzlkOBKOYY2xe-nrkCLak8FGBfEAXHqIsNLeU3RJ8Ze-Sk-zk4uBKepEZ3mBpJiG25pjMAX5CnmIVZQevdezN3d/NvkKbQYOGquceC_Priply-CmD-XaJca0IzMekYty7NE),Armor,Body,,,,,,2,,,,,,"There was once a man who claimed to be the very reincarnation of a fairy. He tresured this shirt, and so will you. Kooloo-Limpah! If sold, this rare find can't be replaced.",,,,,,,,,
Tunic of the Hero,BotW_Tunic_of_the_Hero_Icon.png?version=c9fcf87189a47594375c12824980ea0c (https://v5.airtableusercontent.com/v1/18/18/1686708000000/4E_DLekE-aI3eRar5nEbQg/yld5hBbyY4mWCLJGeYoSR4JuZqBOjFD6K6lNYZPgWmWRGsdm7G__2MP4i0Eje35_FGpSLfGsDG1ptHKugZWW7IZLTSBi1XX1r9oqfDxBkdgmQkPrm8OJ_Wa0GFZ_X-YX/nE4lZLr0caxKhmaasugmI1-Jv6IoyqlXGFoinYc_ltk),Armor,Body,,,,,,3,5,8,12,20,,"Legend has it this armor was once cherished by a hero from ancient times. Its design is rather simple, but it's such a traditional look.",125,Master Sword Beam,"Ruby x1, Star Fragment x1","Ruby x3, Star Fragment x2","Ruby x5, Star Fragment x3","Ruby x10, Star Fragment x4","Star Fragment,Ruby",Amiibo - 8-bit Link,
Tunic of Time,BotW_Tunic_of_Time_Icon.png?version=9a5cb855675dfce726428e5ed93db04d (https://v5.airtableusercontent.com/v1/18/18/1686708000000/V47WRV4_YdI33qiaNXs4Jw/tYLqn6oAeLqNJPtXR-QJGWY6iaLkiV98ESN4ozY7dqYDlJnbnzt0sabea7OHut9b4AS-WAknSH-5hkPZwGtciCGStrEITZ2ICNL-UfgnLmvEH-mylWy4Vm9blUAbJHb3/744dDoDn9-VHCsM_kBGtVVpdntWGGRlhVBDxCghmiUY),Armor,Body,,,,,,3,5,8,12,20,,"Legend has it this armor was once worn by a hero who traveled through time. Strangely, its special design is fitted for children and adults alike.",125,Master Sword Beam,"Amber x3, Star Fragment x1","Amber x5, Star Fragment x2","Amber x15, Star Fragment x3","Amber x30, Star Fragment x4",Star Fragment,Amiibo - Ocarina of Time,
Tunic of Twilight,BotW_Tunic_of_Twilight_Icon.png?version=88e9aba4f4d251f563986a372babd91d (https://v5.airtableusercontent.com/v1/18/18/1686708000000/ANqP-uFbZep-R3fGM3URFg/g5WHt_1Xi3RJG5aXWZ6Q1lhL_NcrZvnL3dLZ53KU37uM-5gDXKCIVYw7EFtvXADMoWlcjFaAzsTgs6hYGlvYk5_xmi03oKKh723SSC2H8n4kIFT0wCJ6YBqSu-rMdi0L/Cf_7mSWdkN-dj-hkz_oG6HA5MyGbXSo0Tz7cuwNZLYI),Armor,Body,,,,,,3,5,8,12,20,,Legend has it this armor was once worn by a hero who battled the monsters of twilight. There still seems to be some hair clinging to it... Looks like it may be from a wolf?,125,Master Sword Beam,"Topaz x3, Star Fragment x1","Topaz x5, Star Fragment x2","Topaz x15, Star Fragment x3","Topaz x30, Star Fragment x4",Star Fragment,Amiibo - SSB Link,
Tunic of the Wild,BotW_Tunic_of_the_Wild_Icon.png?version=a2d8d91fb50f45de67055f48d4c396b8 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/0T745J08eiccnZ6ey1FV3w/sqovaQYXoiWaWPvk6x2rASJqsDqdb2CgsL5ININspmvBuvQO2o9eppvtWVnnAckFP2gjgiTsF2ReDyQuCYGzVtdF2rWlvZXYBpi8ZAnykzEFxw3nK3i-9Wn6UvKLd1AJ/GBsV2akBQRfiHgQV1JYT1BfAljlerpiWs7IfDOGWaRE),Armor,Body,,,,,,4,7,12,18,28,,"This armor was apparently crafted for a hero who travels the wilds. Strangely enough, it's just your size.",125,Master Sword Beam,"Acorn x10, Farosh's Scale x2","Courser Bee Honey x5, Farosh's Claw x2","Energetic Rhino Beetle x5, Farosh's Fang x2","Star Fragment x1, Farosh's Horn x2","Star Fragment,Acorn,Farosh's Scale,Courser Bee Honey,Farosh's Claw,Energetic Rhino Beetle,Shard of Farosh's Fang,Shard of Farosh's Horn",Find all 120 Shrines,
Tunic of the Wind,BotW_Tunic_of_the_Wind_Icon.png?version=fd9a8b9c26e08b1faef881849c3dd4ae (https://v5.airtableusercontent.com/v1/18/18/1686708000000/lnsngvXZces3Kad5O3GMMg/G2jVW-WdkA1qtaAPsC51XvMOa6poW8pU4qCOPg1bgUMR5K-CnjhABbk1fZfcwrU1aMNCTnmTUNxw504VaCSUVql-bow1Hzq728GtDk8N_1g1i5Xnj5-N-YHFoauo51Xd/tYFD7IdVC98OstY0VS499NemEsR8x10Nc_fZp10xPYE),Armor,Body,,,,,,3,5,8,12,20,,Legend has it this armor was once cherished by a hero who sailed the Great Sea. It's said to have been a gift from his grandmother.,125,Master Sword Beam,"Opal x3, Star Fragment x1","Opal x5, Star Fragment x3","Opal x15, Star Fragment x3","Opal x30, Star Fragment x4",Star Fragment,Amiibo - Toon/WW Link,
Tunic of the Sky,BotW_Tunic_of_the_Sky_Icon.png?version=565b707cdd34a291438e56161d3cf176 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/L2TnDqfDcLGPmaJuslUohw/HBhS6Om6r6bkvDxRYJNnNojALpKNELNotxtmb4-k6fPiGb1EJDFlawcU5KWIY7Tx9wCq9VegwVDMqGBkrGp4kkMYRFCcbhTItdiZ9EUIc3XPTf-ENPVRLpN_5TCLr9j8/cpd_uTs-C3MLmGHhfHiNW-pcHnle4dLBMxy7AOEob6o),Armor,Body,,,,,,3,5,8,12,20,,Legend has it this armor was once worn by a hero who appeared from the sky riding atop a mighty bird. Apparently it was presented to celebrate the completion of a ceremony.,125,Master Sword Beam,"Sapphire x1, Star Fragment x1","Sapphire x3, Star Fragment x2","Sapphire x5, Star Fragment x3","Sapphire x10, Star Fragment x4","Star Fragment,Sapphire",Amiibo -,
Warm Doublet,BotW_Warm_Doublet_Icon.png?version=c93ee23fae1c002bce30146b81da8454 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/FEDS2oo_RScqx4Ma6K4N2g/9LJ6NDJyoOm7j9QIPD5eydfvR9F61Ca8q8skng69ETnDF05iS9uNJkl2hYnWlqnst0iRBRXnAh1dXFXg87-QcA2uysPzEioCB32Xa2LpcHavSJUrobq6MPKtnHwbI6KV/XCZ1_UAKfGKswUDRKg3LV_shrvdvfya9zIwtzlc3_K4),Armor,Body,,,,,,1,,,,,Cold Resist,A warm pullover typically worn by mountain folk. Its sturdy fabric and thick gloves are great at retaining body heat.,20,,,,,,,Old Man,
Zora Armor,BotW_Zora_Armor_Icon.png?version=2346088e10dc7d9c53d6c7026c71ba02 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/TI3MQGgSDq7Dx9dtZetDog/gsILxatjd_1Y78w3gmlVs8aXqzvdqS3gB9NTyzItF2c9ifFUaaETLdncT0dC8Qfe3q7B4kY6xge8cgvNLUI_Up3v-wfatuZaAf7Oa4lqYOdqBm13aF-V1NbZ4pnf3Q6l/tyYK5Pi-gp921bJDvLnL6mIlrYjFQHJNenEMXizSQL8),Armor,Body,,,,,,3,5,8,12,20,Swim Speed,Custom armor painstakingly crafted by each generation's Zora princess for her future husband. Wearing it will give you the ability to swim up waterfalls.,,Swim Dash Stamina,Lizalfos Horn x3,"Lizalfos Talon x5, Hyrule Bass x5","Lizalfos Tail x3, Hearty Bass x5","Lizalfos Tail x10, Opal x15","Lizalfos Horn,Lizalfos Talon,Hyrule Bass,Lizalfos Tail,Hearty Bass,Opal",Chest in Toto Lake,
Amber Earrings,BotW_Amber_Earrings_Icon.png?version=38203de1345b3db419310f79e3bc3c6f (https://v5.airtableusercontent.com/v1/18/18/1686708000000/7cAPAhbcQrIuuIhFU2gGVQ/9MIB7jx7QsGKnDLyU9xSkTL-H_76Nd86aQZxkESEavntYqxnBJqgyq8Yupp7FJe6h5eDiXHCnnXUl69elxdVRUvsKULWgGnw7k6brr9WrI7IyjVZ1iPSDteWv4TIKsDO/6udtj2kdQZZjAdRGGUaAxx5aBwc8Pv6OtpwNiMx9V14),Armor,Head,,,,,,4,7,12,18,28,Heat Resist,"One of the items sold by the Gerudo jeweler. These earrings are made with amber, a gem that harnesses the power of the land to increase defense when equipped.",25,,"Amber x5, Flint x3",Amber x10 Flint x3,Amber x20 Flint x3,Amber x30 Flint x3,"Amber,Flint",Gerudo Secret Club,
Ancient Helm,BotW_Ancient_Helm_Icon.png?version=08ac5429abfc5cdbba313e516df6d853 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/54XYm_5eI5HGuJFQgj3w1Q/TZFBvEauZUqunmFx85BWknjTy_X-pIOuwCiLk7FsfneQLoU3MVtey0GNvyON05Mb2NIVedKsA2GK5mJMopNqh1-lBMrKXHhkX15js04nk-LhpPh8jKf-H9a7r9lBPuKK/Dgwc_X2csyjwYmrDBN7itedI3glRrXu8QmzVdEbepzI),Armor,Head,,,,,,4,7,12,18,28,Guardian Resist,This headgear is the result of Robbie's research. It uses Guardian parts to decrease damage from ancient energy attacks.,125,Ancient Proficiency,"Ancient Screw x5, Ancient Spring x5","Ancient Spring x15, Ancient Gear x10","Ancient Shaft x15, Ancient Core x5","Star Fragment x1, Giant Ancient Core x2","Ancient Screw,Ancient Spring",Akkala Ancient Tech Lab,
Barbarian Helm,BotW_Barbarian_Helm_Icon.png?version=4a46260bca2cde792e4cdd11b263c190 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/2jIZ82ocGWqPCsv55x6KYA/djuWJ6hFOb_s717Ix8bcZHskRnZfFnZxhsVaQMsxW3I7wqlH6-9QKm8pE5704Ls9lsQoTXr9eZwYXeZYphMUS-Ek2BAU7O98b1iw4IrOv6qOjAMMOHO0o2nIrKVzQYX0/G_994v0Ec_JsWPLllCQfbrZ4eEne89A8AHk3SKJYtdc),Armor,Head,,,,,,3,4,8,12,20,Attack,"A helmet once worn by the warriors of an ancient warlike tribe from the Faron region. Wearing it draws out your inner animal, increasing your strength and battle prowess.",600,Charge Attack Stamina,Lynel Horn x1,"Lynel Horn x3, Lynel Hoof x2","Lynel Hoof x4, Lynel Guts x1","Lynel Guts x1, Shard of Dinraal's Horn x1","Lynel Horn,Lynel Guts,Lynel Hoof,Shard of Dinraal's Horn",Shrine - Tu Ka'loh,
Bokoblin Mask,BotW_Bokoblin_Mask_Icon.png?version=b291486168d9b7ee9849cd12e94b0e1b (https://v5.airtableusercontent.com/v1/18/18/1686708000000/5Igmvnr2RGZJ2GdwSlvI4A/3T7ZhD68PPYl4Npk6O3L5YCIR5WUF8aA7gmI0F--IK2LEqBgcQXxrof0xMYFRB9lGCTiU_d6p0DPPx9aq_rZVJ1mn9lYx_bOnE_pTQaJnCpSuweTEJI1jZ41yKFQ9pNQ/fNDlr4oHCLuI7w1UxaX21u66e8iVTMwmWV-IrgSzjI4),Armor,Head,,,,,,3,,,,,Bokoblin Disguise,"Kilton's handmade Bokoblin headgear. It's almost charming in a cute, monstrous kind of way... Equip it to blend in with Bokoblins.",,,,,,,,Kilton's Shop,
Cap of the Hero,BotW_Cap_of_the_Hero_Icon.png?version=daa38c2b8c4a4de39f0c2c10709317b1 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/0rDtPy7eaNAM8Lajp_ljfw/-ymTn8C5ZnqegQ-wquNhK9o47nxXtqJARbojgpOkD8q34GzelPYzuXbDLOzBrwug83VO6ckkJY-sIXUo-SkrEGtDwFoKMsG3L8Vm-PHerBaqLK2CkQXbH9fv_veg-H03/vPV3Cli0UOyHlHfH39Nk3mn8vqa3slGFamY6QfvD3j8),Armor,Head,,,,,,3,5,8,12,20,,"According to legend, this cap was once treasured by an ancient hero. It's quite the simple cap, yet there's something about it that's just so appealing...",125,Master Sword Beam,"Ruby x1, Star Fragment x1","Ruby x3, Star Fragment x2","Ruby x5, Star Fragment x3","Ruby x10, Star Fragment x4","Ruby,Star Fragment",Amiibo - 8-bit Link,
